accession,ENSEBL,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
P11021,ENSG00000044574,-1.087053543,0.214225571,0.066236972,-0.102063349,6.97E-06,0.004701435,0.177400306,0.049417919
P46019,ENSG00000044446,0.100585307,-0.178823846,-0.036909654,-0.325853257,0.80896191,0.491736442,0.775861411,0.262880364
P35221,ENSG00000044115,-0.665666281,-0.011305255,0.091621301,-0.180903276,0.012381472,0.757285528,0.80329233,0.232713271
Q14999,ENSG00000044090,-0.699654617,0.179716949,0.293702626,0.086140676,0.00373324,0.212823251,0.081386246,0.513769785
C9JVE2,ENSG00000043093,-0.52171506,0.116573932,0.109530855,-0.173385851,0.000812437,0.134341028,0.151346214,0.068360285
M0R0N4,ENSG00000042753,-1.934778178,0.472626129,0.350661915,-0.189411234,0.0041452,0.103521161,0.221943689,0.365464812
P40121,ENSG00000042493,-3.329182577,-0.286292783,-0.148394462,-0.618228147,7.35E-05,0.021450388,0.128082203,0.014965258
Q6NUM9,ENSG00000042445,-1.19692362,-0.111468674,0.394122482,0.215501165,6.87E-06,0.044559463,0.018013736,0.038181276
Q9BRQ8,ENSG00000042286,-0.957305959,-0.191876095,-0.706820051,-0.282094482,0.005216853,0.574899895,0.05954074,0.259245586
E7EPD8,ENSG00000042088,1.186245897,-0.26965412,0.1509257,0.301544549,0.000319554,0.554281577,0.393884999,0.184121285
A0A0U1RR80,ENSG00000041982,0.653860929,0.295458962,0.146051942,-0.342764579,0.00226709,0.348014769,0.35351507,0.214899977
P24821,ENSG00000041982,0.126652155,1.939338849,0.862823192,-0.061372701,0.148402211,0.022537819,0.000744476,0.489627071
J3QSU6,ENSG00000041982,-0.582361741,1.934746197,0.715216557,0.012685168,0.094845382,0.024587606,0.016980318,0.565362844
C9J9C7,ENSG00000041880,-3.612343374,-0.456141579,0.368359922,-0.183789768,0.001137464,0.159926699,0.150381276,0.597020477
H7C2X7,ENSG00000041802,-0.161227058,-0.388898662,-0.304247217,0.339525204,0.705488428,0.338694872,0.451272719,0.128380827
H0YL69,ENSG00000041357,0.004703309,-0.000694692,0.002431944,0.159723547,0.739276581,0.668979126,0.496457178,0.055782896
Q96PE3,ENSG00000040933,0.411631914,0.017527608,-0.189486347,-0.088609845,0.008856218,0.693270093,0.031993644,0.210986228
Q9BUL5,ENSG00000040633,0.828069773,0.07768097,-0.21799463,0.334892622,0.03464731,0.655902462,0.820455037,0.181912392
E7EVJ4,ENSG00000040341,0.318559546,-0.109767212,0.052080094,-0.251944191,0.005518582,0.521668158,0.490013638,0.095111145
Q96T60,ENSG00000039650,1.449869227,0.02503653,0.469278127,0.43459679,0.00058962,0.832590217,0.131253185,0.129655097
Q9P0K7,ENSG00000039560,-0.929164939,-0.259525065,-0.247206907,-0.313080131,0.009315356,0.224193374,0.235946835,0.151818185
A0A0A0MTL6,ENSG00000039523,-1.024594673,-0.064831769,0.112220911,0.256291204,0.000737641,0.750741858,0.168728681,0.041462856
Q7Z3T8,ENSG00000039319,0.043066877,-0.127108684,-0.622268411,-0.088063915,0.264839413,0.328291434,0.012449596,0.313106096
P42285,ENSG00000039123,1.003619373,-0.2137369,-0.011133624,0.441061788,0.000812437,0.483277859,0.847733016,0.067612408
Q2KHT3,ENSG00000038532,-0.145821768,-0.145578692,0.245737594,0.251390662,0.263382125,0.24348522,0.155719976,0.105138118
P13611,ENSG00000038427,-0.042509531,0.31530956,0.505092621,-0.545495561,0.321309247,0.006239687,0.092292327,0.005872516
O75962,ENSG00000038382,-1.030950789,-0.130895642,0.106493481,0.048015349,3.58E-05,0.038164107,0.034287902,0.137675879
Q6P2E9,ENSG00000038358,0.895838663,-0.081252592,0.003146571,0.057868998,0.002635464,0.027676501,0.966714058,0.328662078
Q9NZL9,ENSG00000038274,0.253102182,-0.013518277,0.084828913,-0.108526644,0.000748765,0.648380733,0.1368671,0.072149907
Q8NFC6,ENSG00000038219,0.286337047,-0.643859816,-0.426763251,0.062207613,0.001571897,0.135643302,0.151847782,0.546974931
Q8TCG2,ENSG00000038210,-0.714103464,-0.274202342,0.186998781,0.07520584,0.093043019,0.624158173,0.458063313,0.665653507
Q9UBP6,ENSG00000037897,1.549910338,0.131293574,0.594777448,0.378913752,0.000306102,0.475460587,0.064059798,0.130639233
Q9BV20,ENSG00000037757,-0.483577969,-2.127368138,-0.814190657,-0.068104173,0.013353337,0.004100227,0.023915741,0.899317327
Q08J23,ENSG00000037474,1.570591904,-0.20281976,0.128708266,0.384993969,8.53E-05,0.498114363,0.41309055,0.088924297
Q9UNX3,ENSG00000037241,-0.441802291,0.21975236,0.023058305,0.226385671,0.060050483,0.366964197,0.469603969,0.112122372
Q8IYH5,ENSG00000036549,-0.290305981,0.131736888,0.35535728,0.162562311,0.001947513,0.075756502,0.20296793,0.413022233
Q13618,ENSG00000036257,0.124135656,0.009417169,0.096772595,0.129409385,0.032573485,0.996635586,0.152906054,0.079528218
Q9NUY8,ENSG00000036054,-1.072552947,-0.080719102,-0.007442418,-0.025434954,0.000128042,0.224518891,0.967246617,0.802365184
P35251,ENSG00000035928,1.07855892,-0.280673461,0.287248917,0.791461117,0.003722138,0.702776376,0.301342308,0.058718794
P16035,ENSG00000035862,-1.382426016,0.057664753,0.097783302,-0.110945068,0.000315924,0.790027584,0.52458078,0.206909463
P30520,ENSG00000035687,0.189336408,0.006755601,0.010286024,0.101536122,0.062657489,0.83452687,0.807178151,0.302259313
Q92636,ENSG00000035681,-0.878919357,0.936268192,0.396754376,0.252499655,0.000661498,0.024587606,0.159740011,0.132093891
P18206,ENSG00000035403,-1.582517389,-0.189829851,-0.329631305,-0.119238911,0.002161141,0.242741428,0.125091251,0.321143969
Q96C01,ENSG00000035141,0.973922513,-0.533990385,-0.287653001,0.019702295,0.000314505,0.037169489,0.150667742,0.796380901
P60520,ENSG00000034713,0.086524545,-0.026784245,-0.132128805,-0.200683834,0.393527913,0.597760065,0.181265096,0.083961638
P56589,ENSG00000034693,-0.452389323,-0.041542581,-0.226781813,-0.391423235,0.001322197,0.643099753,0.241172709,0.024767774
P46734,ENSG00000034152,-1.816136866,-0.332715695,-0.191517513,-0.414993917,0.000657188,0.060180044,0.181636258,0.05342404
E9PFN4,ENSG00000033867,-0.263258007,-0.687092602,-0.521081725,-0.153372762,0.006994752,0.003583386,0.004661342,0.311900983
Q9Y6M7,ENSG00000033867,-0.725488491,0.007196898,0.170589943,0.007115583,0.008359183,0.757953561,0.57662771,0.810641633
H7C3C4,ENSG00000033867,-0.707995184,-0.384074184,-0.197447664,-0.170655431,0.001322518,0.036804291,0.554933774,0.177600525
Q93050,ENSG00000033627,-0.140437398,-0.41558728,-0.254517582,-0.463634278,0.331909477,0.163821227,0.285735805,0.128380827
A0AVT1,ENSG00000033178,-0.932093368,0.056325435,0.093074748,0.018739289,7.41E-05,0.229268081,0.081386246,0.848431741
G3XAD2,ENSG00000033170,-1.294275277,-0.208562299,0.194847003,-0.162387363,0.001162683,0.265575556,0.122708524,0.345843661
Q9P2E5,ENSG00000033100,-0.814180249,-0.303656406,0.027689591,-0.173176234,0.001026254,0.09616043,0.727086531,0.130456196
Q9UG63,ENSG00000033050,-0.393687021,-0.07442167,0.117347286,0.061924452,0.065112448,0.866689358,0.365434158,0.508720834
Q6NZY4,ENSG00000033030,0.913342825,0.007186999,0.031169803,0.636836294,0.000999569,0.749097987,0.653424083,0.038351035
Q9BT22,ENSG00000033011,-0.637127922,-0.178407241,0.339153642,0.139159899,0.000181562,0.032358045,0.037917029,0.092157525
A0A384DVU0,ENSG00000032444,-1.592390815,-0.205380173,-0.181144539,-0.263212062,0.002623649,0.266306373,0.316228767,0.166006228
A8MUM1,ENSG00000032389,-0.181053788,0.07289866,0.1082257,-0.215391128,0.046760206,0.640411657,0.5527845,0.073339525
Q9H6Z4,ENSG00000031823,0.330522742,-0.093042715,0.187747079,0.104963282,0.003063436,0.574070816,0.077404724,0.25495305
Q5T5C7,ENSG00000031698,-0.67020318,0.327934217,-0.22531714,-0.040054796,0.001538463,0.033303303,0.087728602,0.468336778
Q7L2Z9,ENSG00000031691,1.839689625,-0.515565429,0.286017667,0.420875762,0.000165003,0.377798333,0.301342308,0.151893533
Q2M1Z3,ENSG00000031081,-2.24868585,-0.489945709,0.117470447,-0.44870541,0.001306995,0.065345595,0.594635712,0.08100638
P28799,ENSG00000030582,-0.943332582,-0.718125734,-0.83639573,-0.424104017,0.008474478,0.041193122,0.047334631,0.101778932
Q12769,ENSG00000030066,0.47324445,0.171118128,0.169318392,0.269367474,0.000201478,0.046696381,0.055430562,0.057584805
O15347,ENSG00000029993,2.08581828,-0.353337521,0.203387665,0.505044715,0.00011173,0.617375644,0.455584361,0.132839518
Q15276,ENSG00000029725,-0.572269453,-0.033313095,-0.134859887,-0.28876028,0.008233634,0.693613682,0.315822194,0.101244972
Q8WVM0,ENSG00000029639,1.250447403,-0.341772355,0.130084311,0.351660091,0.000393646,0.34513257,0.559210003,0.102318739
Q9NYF8,ENSG00000029363,0.625965971,-0.187999147,0.115455304,0.261971387,0.001238277,0.496382565,0.272057147,0.087039391
P62380,ENSG00000028839,0.919357833,0.08025083,0.337868735,0.208350001,0.038724099,0.701287533,0.099248632,0.157237582
Q13596,ENSG00000028528,-0.950324616,0.332363742,0.221345654,-0.278435922,1.60E-05,0.009560907,0.086825958,0.019382132
Q9H8M2,ENSG00000028310,-2.45441337,0.906935206,-0.795483613,-0.802561951,0.00698976,0.028435706,0.107349706,0.097307629
H0YNW1,ENSG00000028277,2.052180421,-0.239384849,0.204741989,0.021515992,0.004088514,0.449507395,0.761168496,0.829446947
Q86Y07,ENSG00000028116,-0.3461157,-0.544403214,0.283673395,0.070217959,0.086707186,0.067015889,0.095156138,0.431445067
Q9UBV7,ENSG00000027847,-1.317867752,0.00395694,0.247719608,-0.616724185,0.012566302,0.992000938,0.376153521,0.117636087
Q99797,ENSG00000027001,0.306753651,-0.342651392,-0.169985847,-0.117356897,0.019741495,0.095666746,0.301865729,0.326388265
Q9NRZ5,ENSG00000026652,-0.515381339,-0.277408353,-0.153472405,0.225319442,0.133482688,0.483684966,0.700529789,0.401375972
H0YD13,ENSG00000026508,-3.037040767,-0.648099583,-0.255044652,-0.201290251,0.00013034,0.005479945,0.050310607,0.077360995
D6RHI9,ENSG00000026297,1.90313758,0.560509566,0.234798335,-0.350348357,0.003137142,0.267613006,0.664912461,0.372172015
P25445,ENSG00000026103,-1.577214774,-0.514076339,-0.402495891,-0.739184738,0.004386439,0.099624237,0.153042248,0.067532171
P08670,ENSG00000026025,-2.645523832,-0.188370648,0.061786726,-0.125932916,0.001652508,0.295179358,0.958976492,0.358403862
O60684,ENSG00000025800,-0.088961879,0.069414763,0.070793374,0.049088368,0.061763573,0.334058366,0.32079473,0.600396463
Q9UGP8,ENSG00000025796,-0.220044186,0.141088144,0.024946844,0.080910598,0.001328675,0.009412489,0.604743186,0.301163108
Q15785,ENSG00000025772,0.230440931,-0.619429946,0.210290434,0.382305414,0.225552293,0.221348454,0.369262133,0.14714662
P19971,ENSG00000025708,-2.657603379,0.925794064,0.598943447,-0.770900852,0.003532994,0.009751188,0.038754526,0.093574913
Q5TB30,ENSG00000024526,-0.3933608,-0.436085276,-0.857520844,-0.816716092,0.137884926,0.294013034,0.09226246,0.094055736
Q9NZN4,ENSG00000024422,-3.160522012,0.687370908,0.387513929,-0.011307593,0.001038201,0.01371363,0.097872376,0.743854623
Q8IWV8,ENSG00000024048,0.685929287,0.402251438,0.054382189,0.230556932,0.012103174,0.111525045,0.634732587,0.111414674
P48507,ENSG00000023909,-0.959591158,0.102132372,-0.270693029,-0.344375486,1.15E-05,0.019758799,0.047758059,0.006262224
Q9Y3F4,ENSG00000023734,-0.159355505,-0.169537221,-0.03297855,0.125797633,0.166656133,0.24524269,0.99697045,0.140888161
Q9Y315,ENSG00000023697,-0.087271282,0.129782174,0.360983249,-0.169597074,0.082038984,0.100287631,0.00608925,0.130928816
Q9UKA4,ENSG00000023516,-1.952557571,-1.106565206,-1.426818128,0.164332355,0.000559788,0.009493855,0.011782184,0.475921949
Q9BS26,ENSG00000023318,-0.388148239,0.125683676,-0.123525049,-0.250563223,0.008381978,0.311351462,0.232177807,0.08266432
Q8TDY2,ENSG00000023287,-1.052094097,-0.318677851,-0.45245964,-0.092743794,0.004031669,0.157313854,0.15033323,0.532944798
P28331,ENSG00000023228,0.43127973,0.404542728,0.138310609,0.108133452,0.00178766,0.000499966,0.002036841,0.031641172
P13489,ENSG00000023191,-1.916621325,0.061501993,-0.254531491,-0.108983313,0.000116142,0.746374529,0.03601247,0.102642769
A0A0A0MQR2,ENSG00000022277,-0.080852813,-0.007184539,0.456799063,0.470772236,0.897459161,0.869807372,0.092084194,0.084769948
Q5JXI8,ENSG00000022267,-0.680596235,-0.658554637,-1.050455348,-0.394786817,0.04134241,0.105489793,0.066460302,0.171237746
Q5JXI2,ENSG00000022267,-4.658621806,-3.415638819,-1.897241144,-0.371327833,0.002178605,0.012431867,0.022203497,0.200273308
P31327,ENSG00000021826,-0.080416756,0.761390018,0.145988611,0.5651179,0.349576754,0.010601854,0.539707329,0.059959043
O60306,ENSG00000021776,1.178225134,-0.223482951,-0.157700147,0.435459435,0.000528739,0.633296201,0.775653305,0.096459481
Q9H0X9,ENSG00000021762,-1.819220313,-0.140322583,0.093853968,0.109272395,4.58E-05,0.199985868,0.109643053,0.081968043
A0A2R8Y4I8,ENSG00000021574,-0.259396224,0.065559653,-0.117807209,0.239011449,0.222620287,0.671616211,0.853757186,0.069483177
P30740,ENSG00000021355,0.130808107,0.560002393,0.072885528,-0.561887244,0.043526307,0.001661873,0.255467172,0.009645142
P49959,ENSG00000020922,1.354545471,-0.237302096,-0.180654924,0.15159885,0.000255257,0.185892944,0.420917679,0.136215855
Q9UPU9,ENSG00000020577,-1.232304685,-0.114940818,0.04613502,-0.42211941,0.000730816,0.312635979,0.8734026,0.054496607
P51948,ENSG00000020426,0.274549787,0.037489979,-0.059293192,0.220287681,0.000197051,0.198166244,0.335192768,0.131414421
Q9UBB6,ENSG00000020129,-0.508129574,0.106465956,-0.017094135,-0.10388681,0.003911746,0.443531414,0.760288642,0.265338001
Q86UU1,ENSG00000019144,-2.017688489,-0.318722135,0.18104941,0.03822594,0.00010281,0.016837105,0.041275799,0.342698472
Q6P3X3,ENSG00000018699,-0.077546498,-0.313009032,-0.106818625,0.208025029,0.236239609,0.014977908,0.284617332,0.058534558
Q9H5V9,ENSG00000018610,1.220806371,-0.360601417,-0.131186881,0.320333827,0.000120772,0.118381161,0.548444922,0.034891178
O00116,ENSG00000018510,-0.205757123,-0.034876172,-0.069956937,-0.092861188,0.002215868,0.483277859,0.216596082,0.08266432
C9J038,ENSG00000018408,0.230348046,-0.11938055,0.329383803,0.733253774,0.355862639,0.936122375,0.353811845,0.088441897
Q7L099,ENSG00000018189,-0.673454822,0.089201485,0.034705213,-0.093467657,0.041392455,0.869769058,0.97890706,0.599534899
P98194,ENSG00000017260,-0.865919167,0.045891343,-0.08775424,-0.156093863,0.000515899,0.752615702,0.310550749,0.142765161
D6RGE9,ENSG00000017260,-1.014270103,-0.168581337,-0.003678634,-0.210957966,7.72E-05,0.056397713,0.917069134,0.050524241
Q68CQ7,ENSG00000016864,-2.174538499,0.462602988,0.424409971,0.363775642,0.000744721,0.017974577,0.036787864,0.056128366
Q8IVD9,ENSG00000015676,-0.45186834,-0.196785912,0.059328946,-0.131724571,1.01E-05,0.009636262,0.185122081,0.009640507
Q99666,ENSG00000015568,-0.025445577,-0.132960209,0.25344361,-0.028452178,0.705787822,0.790142519,0.116434404,0.774340884
P55957,ENSG00000015475,3.134011805,2.039399188,1.290120073,0.556206793,0.000942113,0.000184313,0.003051547,0.178425133
Q15326,ENSG00000015171,-0.041235283,-0.86620672,-0.410464987,0.092098255,0.853858221,0.0243152,0.162316802,0.412246633
Q7KZN9,ENSG00000014919,1.85400012,-0.356735126,-0.037774581,0.005079922,0.001041432,0.272179565,0.809139578,0.708056439
Q6PML9,ENSG00000014824,0.221533895,0.464720511,0.008429898,0.010484968,0.082436837,0.053108193,0.834711671,0.81653549
B9A041,ENSG00000014641,-0.100911336,-0.202154455,-0.380797421,-0.278322382,0.084233913,0.044803203,0.021347841,0.051142687
C9JRL4,ENSG00000014641,-0.186294188,-0.004686702,-0.157333661,-0.190991839,0.028638493,0.936351891,0.109643053,0.076817587
P07384,ENSG00000014216,-1.354917891,-0.033956456,-0.259085816,-0.440772209,0.001701378,0.606357125,0.13144786,0.065909965
O94874,ENSG00000014123,-0.089625446,-0.050458855,0.020121686,0.000981727,0.083962778,0.238130241,0.394218128,0.750991341
Q9Y6A5,ENSG00000013810,2.344714924,0.138204531,0.935759329,1.109211194,0.000124888,0.663642391,0.057992096,0.071442625
Q9NRV9,ENSG00000013583,-0.700327666,0.093630805,-0.115795463,-0.241698978,0.002664932,0.697729569,0.263161121,0.092102254
P49184,ENSG00000013563,-1.664215243,-0.639955314,-0.270031122,-1.777272629,0.030498297,0.22839669,0.440514755,0.082150741
Q9UBS8,ENSG00000013561,-0.776335514,0.004724321,-0.279537818,-0.178554509,0.00310734,0.757953561,0.088536211,0.141543078
O95394,ENSG00000013375,-0.227443202,-0.095273307,-0.159450297,-0.350010302,0.011200161,0.188051085,0.085190641,0.035106844
Q9Y5A7,ENSG00000013374,-0.234031323,-0.123307185,-0.280075899,-0.483983219,0.073045477,0.330364394,0.125137434,0.058395681
Q14764,ENSG00000013364,-3.593097651,-0.06834582,-0.29144892,-0.538777085,0.001653415,0.574324059,0.198842674,0.087347201
O75508,ENSG00000013297,-2.80006712,0.974732813,-1.264269174,-2.477535697,0.037183473,0.115626899,0.180291466,0.09986617
Q9Y2E5,ENSG00000013288,-1.024287098,-0.103918755,-0.16793786,-0.467951341,0.019896923,0.610644279,0.471520285,0.153414591
P43686,ENSG00000013275,-0.077304719,0.21883865,0.386905581,0.105975711,0.144583193,0.03043473,0.009746241,0.496260459
Q9NZN3,ENSG00000013016,-1.836407688,0.526613632,0.381245856,0.407101334,0.001506892,0.014959486,0.050310607,0.051806861
A0A804HIS2,ENSG00000012983,-0.639258952,-0.220629106,-0.107595744,-0.241557715,3.46E-05,0.056284789,0.045637732,0.098993656
Q8N806,ENSG00000012963,1.714077497,-0.604866908,0.294118941,0.577599992,0.001087532,0.514559481,0.450040133,0.172968139
Q9P1Z2,ENSG00000012822,-1.024538128,-0.326744961,0.015754637,-0.669035416,0.023112187,0.288841727,0.885120948,0.112852024
Q9NYP7,ENSG00000012660,-1.871332292,-1.091436466,0.34224019,-0.318799692,0.03300175,0.162309668,0.488564896,0.501937557
E7EQB2,ENSG00000012223,-2.963455067,-2.513075464,-2.0546913,-0.568516009,0.005937374,0.025775822,0.040909389,0.153682135
P07992,ENSG00000012061,1.246949594,0.011957237,0.041371442,0.203136286,8.17E-05,0.752615702,0.646659832,0.167476443
Q96B96,ENSG00000011638,-0.704851885,0.484531311,-0.059970956,-0.067745046,0.008360613,0.063760117,0.563848748,0.598198439
H0YDU8,ENSG00000011485,0.761657615,0.059485968,0.018623687,0.016134514,0.000624709,0.300464437,0.645642835,0.60194633
Q9NXS2,ENSG00000011478,-0.295628832,-0.536920744,0.261445291,0.320071941,0.02639826,0.029897186,0.301941751,0.3374504
P07585,ENSG00000011465,-2.97401613,1.535134811,-1.383868159,-1.584127138,0.020171488,0.014358463,0.121016887,0.098400935
Q9Y3P9,ENSG00000011454,0.135899677,0.153467098,-1.075853832,-0.449063992,0.673774042,0.702416324,0.051112806,0.132459978
M0QXA7,ENSG00000011451,0.176427266,0.268277792,0.456623422,-0.088648521,0.25096845,0.505444832,0.10342607,0.988483137
Q9NQW6,ENSG00000011426,1.374758535,-0.821729916,0.495462071,0.641717641,0.007348344,0.537673487,0.285704364,0.167674211
M0R1I2,ENSG00000011422,-2.679842384,-0.65749902,0.291142155,0.043295214,0.005604995,0.167120967,0.188864134,0.590108507
O00443,ENSG00000011405,0.270772227,-0.066660745,-0.094471833,-0.278063525,0.031457888,0.441377411,0.3326613,0.081971806
A0A499FJL2,ENSG00000011376,0.791011374,1.143517206,1.315174328,1.444398863,0.067283122,0.00591742,0.201535585,0.270929098
C8C3P2,ENSG00000011332,1.927971841,0.073980705,0.200442035,0.164069344,2.61E-05,0.751213956,0.429648141,0.719757192
A6NLN1,ENSG00000011304,0.743832072,0.044595057,0.21754588,0.222552174,0.000292718,0.561942049,0.103770132,0.090447301
Q6DKK2,ENSG00000011295,1.659378526,-0.040335834,-0.011148722,0.136799097,0.000393416,0.734574246,0.723801565,0.141975585
Q9Y5J1,ENSG00000011260,1.34335233,-0.315194533,0.079445266,0.39460831,7.10E-05,0.236296273,0.540730485,0.056872975
A0A7P0TAE3,ENSG00000011243,0.924084313,-0.253782272,-0.167338782,0.189101794,0.000106018,0.034514605,0.13202239,0.055277876
C9JBM3,ENSG00000011198,-2.019613057,0.27149981,1.151243831,0.729500101,0.007147288,0.203856452,0.151346214,0.054496607
